Name,Rating,Rating_count,Description,highly_rated_for
Acme Cleantech Solutions,4.0,(831),Power | Hyderabad / Secunderabad +99 other locations,"Salary & Benefits, Work Life Balance"
WSP,4.2,(831),Management Consulting | Hyderabad / Secunderabad +31 other locations,"Work Life Balance, Company Culture, Job Security"
Swaraj Tractors,4.1,(831),Automobile | Hyderabad / Secunderabad +102 other locations,"Job Security, Company Culture, Work Life Balance"
Punj Lloyd,4.0,(830),Engineering & Construction | Hyderabad / Secunderabad +71 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Rico Auto Industries,3.8,(830),Auto Components | Hyderabad / Secunderabad +32 other locations,
IDEMIA,3.8,(831),Electronics Manufacturing | Hyderabad / Secunderabad +51 other locations,Work Life Balance
Apar Industries,4.0,(829),Semiconductors | Hyderabad / Secunderabad +69 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Shaktiman Tirth Agro Technology,3.9,(829),Industrial Machinery | Hyderabad / Secunderabad +63 other locations,"Job Security, Salary & Benefits"
Impact Infotech Pvt. Ltd.,3.5,(828),IT Services & Consulting | Hyderabad / Secunderabad +73 other locations,
Wakefit,4.0,(828),Furniture & Furnishing | Hyderabad / Secunderabad +51 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning"
Porter,3.5,(828),Internet | Hyderabad / Secunderabad +31 other locations,
Tata Hitachi Construction Machinery,4.0,(827),Industrial Machinery | Hyderabad / Secunderabad +74 other locations,"Job Security, Company Culture, Work Life Balance"
MOURI Tech,3.6,(827),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,
KGISL,3.0,(826),IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,
MAS Financial Services,3.7,(826),NBFC | Hyderabad / Secunderabad +135 other locations,
Bank of India,3.8,(826),Banking | Hyderabad / Secunderabad +181 other locations,Job Security
Parag Milk Foods,4.1,(824),Food Processing | Hyderabad / Secunderabad +92 other locations,"Work Life Balance, Company Culture, Skill Development / Learning"
Ups Logistics,3.5,(824),Logistics | Hyderabad / Secunderabad +37 other locations,
Royal Sundaram General Insurance,3.8,(823),Insurance | Hyderabad / Secunderabad +104 other locations,Work Life Balance
Satya MicroCapital,3.6,(821),NBFC | Hyderabad / Secunderabad +179 other locations,Salary & Benefits
HP India,3.8,(820),Consumer Electronics & Appliances | Hyderabad / Secunderabad +61 other locations,"Company Culture, Work Life Balance"
Union Bank of India,3.8,(821),Banking | Hyderabad / Secunderabad +149 other locations,Job Security
Wipro PARI,3.2,(819),Industrial Automation | Hyderabad / Secunderabad +26 other locations,
Medusind Solutions,3.5,(819),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,
FIITJEE,3.2,(819),Education & Training | Hyderabad / Secunderabad +48 other locations,
Thryve Digital,3.9,(819),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,"Work Life Balance, Company Culture"
Casagrand,3.8,(818),Real Estate | Hyderabad / Secunderabad +19 other locations,Job Security
Tata Power Solar,4.0,(817),Power | Hyderabad / Secunderabad +88 other locations,"Job Security, Skill Development / Learning, Company Culture"
Fedbank Financial Services,4.0,(817),NBFC | Hyderabad / Secunderabad +160 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
Rohan Builders,4.1,(814),Real Estate | Hyderabad / Secunderabad +70 other locations,"Job Security, Skill Development / Learning, Salary & Benefits"
Torry Harris Integration Solutions,4.3,(813),IT Services & Consulting | Hyderabad / Secunderabad +10 other locations,"Work Life Balance, Company Culture, Skill Development / Learning"
Ford Business Solutions,4.1,(813),IT Services & Consulting | Hyderabad / Secunderabad +51 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
India Shelter Finance Corporation,3.8,(813),NBFC | Hyderabad / Secunderabad +176 other locations,"Skill Development / Learning, Salary & Benefits"
Lumen Technologies,4.0,(813),Hardware & Networking | Hyderabad / Secunderabad +13 other locations,"Work Life Balance, Job Security, Company Culture"
Eris Lifesciences,3.6,(812),Pharma | Hyderabad / Secunderabad +89 other locations,
Zudio,3.9,(813),Retail | Hyderabad / Secunderabad +135 other locations,"Job Security, Skill Development / Learning, Salary & Benefits"
Qinecsa Solutions,2.8,(813),Clinical Research | Hyderabad / Secunderabad +19 other locations,
Ramco Systems,3.8,(810),Software Product | Hyderabad / Secunderabad +29 other locations,"Job Security, Skill Development / Learning"
Truhome Finance,3.6,(810),Financial Services | Hyderabad / Secunderabad +156 other locations,
Huhtamaki,4.0,(809),Packaging | Hyderabad / Secunderabad +43 other locations,"Work Life Balance, Skill Development / Learning, Company Culture"
Luxoft,3.7,(808),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,Work Life Balance
Freshworks,3.4,(808),Software Product | Hyderabad / Secunderabad +47 other locations,
Bpo Convergence,3.4,(805),BPO | Hyderabad / Secunderabad +39 other locations,
Alorica,3.0,(804),BPO | Hyderabad / Secunderabad +16 other locations,
Forever Living Products,4.3,(804),Fitness & Wellness | Hyderabad / Secunderabad +97 other locations,"Company Culture, Skill Development / Learning, Job Security"
Ather Energy,4.1,(804),Automobile | Hyderabad / Secunderabad +66 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Nexdigm,3.7,(812),Management Consulting | Hyderabad / Secunderabad +12 other locations,
Nibav Lifts,3.9,(802),Industrial Machinery | Hyderabad / Secunderabad +41 other locations,"Salary & Benefits, Work Satisfaction, Skill Development / Learning"
Integra Software Services,3.7,(801),IT Services & Consulting | Hyderabad / Secunderabad +19 other locations,Job Security
Greaves Cotton,4.0,(801),Auto Components | Hyderabad / Secunderabad +45 other locations,"Work Life Balance, Company Culture"
Metso,4.1,(800),Metals & Mining | Hyderabad / Secunderabad +47 other locations,"Company Culture, Work Life Balance, Job Security"
IBS Software Services,3.6,(799),Software Product | Hyderabad / Secunderabad +18 other locations,Job Security
eTeam,3.2,(798),Recruitment | Hyderabad / Secunderabad +19 other locations,
Fluor Corporation,4.1,(798),Engineering & Construction | Hyderabad / Secunderabad +24 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
Sutherland Healthcare Solutions,3.7,(798),Analytics & KPO | Hyderabad / Secunderabad +14 other locations,Job Security
Artech Infosystems,3.3,(795),Recruitment | Hyderabad / Secunderabad +21 other locations,
Border Security Force,4.4,(794),Law Enforcement & Security | Hyderabad / Secunderabad +112 other locations,"Job Security, Salary & Benefits, Company Culture"
UKG,2.9,(794),Software Product | Hyderabad / Secunderabad +12 other locations,
Bill Gosling Outsourcing India,3.5,(794),Hyderabad / Secunderabad +13 other locations,
Poly Medicure,3.5,(792),Medical Equipment | Hyderabad / Secunderabad +44 other locations,
Linde India,3.9,(793),Chemicals | Hyderabad / Secunderabad +55 other locations,"Company Culture, Work Life Balance, Job Security"
Skill Lync,3.1,(791),EdTech | Hyderabad / Secunderabad +17 other locations,
Intex Technologies,3.7,(791),Consumer Electronics & Appliances | Hyderabad / Secunderabad +75 other locations,
Clarivate,3.7,(791),Analytics & KPO | Hyderabad / Secunderabad +17 other locations,"Work Life Balance, Company Culture"
Hiranandani Financial Services,4.4,(789),NBFC | Hyderabad / Secunderabad +125 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Teamware Solutions,4.2,(789),Recruitment | Hyderabad / Secunderabad +26 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Edubridge Learning,3.9,(788),EdTech | Hyderabad / Secunderabad +63 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
DBG Technology,3.7,(788),Electronics Manufacturing | Hyderabad / Secunderabad +24 other locations,
NTT,3.8,(786),IT Services & Consulting | Hyderabad / Secunderabad +42 other locations,"Work Life Balance, Job Security"
Cigniti Technologies,3.8,(783),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,
Hitachi,4.0,(783),Industrial Machinery | Hyderabad / Secunderabad +85 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Prama Hikvision India,3.6,(784),Electronics Manufacturing | Hyderabad / Secunderabad +55 other locations,
Baxter International,3.9,(783),Healthcare | Hyderabad / Secunderabad +32 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
Birla Opus Paints,4.0,(784),Chemicals | Hyderabad / Secunderabad +234 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
JK Paper,3.9,(782),Pulp & Paper | Hyderabad / Secunderabad +52 other locations,Job Security
RR kabel,4.1,(781),Electrical Equipment | Hyderabad / Secunderabad +114 other locations,"Company Culture, Work Life Balance, Job Security"
Indo Autotech,3.9,(781),Auto Components | Hyderabad / Secunderabad +33 other locations,"Salary & Benefits, Skill Development / Learning"
Rockwell Automation,3.7,(780),Industrial Automation | Hyderabad / Secunderabad +22 other locations,Work Life Balance
THE LEELA PALACES HOTELS & RESORTS,4.0,(778),Hospitality | Hyderabad / Secunderabad +33 other locations,"Job Security, Skill Development / Learning, Company Culture"
Qualitest,3.6,(778),IT Services & Consulting | Hyderabad / Secunderabad +21 other locations,
Microtek International,3.7,(778),Consumer Electronics & Appliances | Hyderabad / Secunderabad +117 other locations,
Maveric Systems,3.4,(777),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,
Eveready Industries,3.8,(776),Consumer Electronics & Appliances | Hyderabad / Secunderabad +109 other locations,"Salary & Benefits, Work Life Balance"
Engineers India,4.2,(777),Engineering & Construction | Hyderabad / Secunderabad +84 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
PUMA,4.1,(776),Fashion & Textile | Hyderabad / Secunderabad +101 other locations,"Company Culture, Job Security, Skill Development / Learning"
K Raheja Corp,4.2,(776),Real Estate | Hyderabad / Secunderabad +18 other locations,"Company Culture, Work Life Balance, Job Security"
Franklin Templeton Investments,3.9,(776),Financial Services | Hyderabad / Secunderabad +32 other locations,"Work Life Balance, Company Culture"
RenewBuy,3.3,(778),Internet | Hyderabad / Secunderabad +105 other locations,
Syneos Health,3.6,(776),Clinical Research | Hyderabad / Secunderabad +15 other locations,
Zidio Development,4.4,(775),IT Services & Consulting | Hyderabad / Secunderabad +35 other locations,"Work Life Balance, Skill Development / Learning, Company Culture"
Zydus Healthcare,3.9,(774),Pharma | Hyderabad / Secunderabad +107 other locations,Salary & Benefits
Principal Global Services,3.7,(774),Insurance | Hyderabad / Secunderabad +11 other locations,"Job Security, Work Life Balance"
Wipro Consumer Care & Lighting,3.7,(776),FMCG | Hyderabad / Secunderabad +118 other locations,
Careernet,3.6,(771),Recruitment | Hyderabad / Secunderabad +23 other locations,
Pratap Technocrats,3.7,(770),Telecom | Hyderabad / Secunderabad +119 other locations,
Rallis India,4.1,(770),Agro Chemicals | Hyderabad / Secunderabad +114 other locations,"Job Security, Work Life Balance, Company Culture"
Dunzo,3.5,(770),Internet | Hyderabad / Secunderabad +20 other locations,
Cohance Lifesciences,3.8,(905),Pharma | Hyderabad / Secunderabad +22 other locations,Work Life Balance
Apollo Health and Lifestyle Limited,4.4,(765),Healthcare | Hyderabad / Secunderabad +72 other locations,"Job Security, Company Culture, Work Life Balance"
Five-Star Business Finance,4.2,(765),NBFC | Hyderabad / Secunderabad +241 other locations,"Company Culture, Work Life Balance, Job Security"
Praj Industries,4.0,(767),Biotechnology | Hyderabad / Secunderabad +45 other locations,"Company Culture, Job Security, Work Life Balance"
First Advantage,3.5,(763),Recruitment | Hyderabad / Secunderabad +12 other locations,
Rashmi Group,3.6,(764),Iron & Steel | Hyderabad / Secunderabad +30 other locations,
Prince Pipes & Fittings,4.2,(764),Building Material | Hyderabad / Secunderabad +82 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Zuventus Healthcare,3.8,(762),Pharma | Hyderabad / Secunderabad +97 other locations,Salary & Benefits
Orion Edutech,3.1,(761),EdTech | Hyderabad / Secunderabad +114 other locations,
Toyo Engineering,4.0,(762),Engineering & Construction | Hyderabad / Secunderabad +43 other locations,"Job Security, Skill Development / Learning, Salary & Benefits"
Fleetguard Filters Private Limited,4.3,(760),Auto Components | Hyderabad / Secunderabad +85 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Progressive Infotech,3.3,(758),IT Services & Consulting | Hyderabad / Secunderabad +66 other locations,
Wipro Infrastructure Engineering,3.7,(758),Industrial Machinery | Hyderabad / Secunderabad +38 other locations,
JioStar,3.5,(758),Media & Entertainment | Hyderabad / Secunderabad +43 other locations,
Denave,3.5,(757),Marketing & Advertising | Hyderabad / Secunderabad +68 other locations,
Reliance Smart,4.1,(756),Retail | Hyderabad / Secunderabad +250 other locations,"Job Security, Company Culture, Skill Development / Learning"
Action Construction Equipment,3.7,(755),Industrial Machinery | Hyderabad / Secunderabad +59 other locations,
Novac Technology Solutions,3.6,(755),Software Product | Hyderabad / Secunderabad +25 other locations,Job Security
Lea Associates South Asia,4.2,(755),Engineering & Construction | Hyderabad / Secunderabad +138 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Travel Food Services Ltd,4.0,(755),Hospitality | Hyderabad / Secunderabad +35 other locations,"Work Life Balance, Job Security, Company Culture"
Somany Ceramics,4.1,(753),Building Material | Hyderabad / Secunderabad +81 other locations,"Work Life Balance, Job Security, Company Culture"
Creambell,3.9,(753),Food Processing | Hyderabad / Secunderabad +105 other locations,"Salary & Benefits, Work Life Balance"
IFFCO,4.1,(752),Agro Chemicals | Hyderabad / Secunderabad +112 other locations,"Job Security, Salary & Benefits, Work Life Balance"
CADD Centre Training Services,4.0,(752),Education & Training | Hyderabad / Secunderabad +134 other locations,Skill Development / Learning
People Tech Group,2.4,(751),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,
Jai Balaji Group,3.2,(752),Iron & Steel | Hyderabad / Secunderabad +40 other locations,
Samsung E&A,4.0,(751),Engineering & Construction | Hyderabad / Secunderabad +48 other locations,"Salary & Benefits, Job Security, Work Life Balance"
